Name| 1butanol| 2-butanol| 2methylpropan1ol| 2propanol| acetate| AdditionalGrowthRequierments| author| butanol| carbonMonoxide| cellShape| creator| creatorMail| cyclopentanol| descriptionEnv| dimethylamin| dimethylSulfide| ethanol| formate| gramReaction| GrowthDoublingTime| GrowthRate| h2Andco2| h2andmethanol| intestinalTracksEnv| link| maximalGrowthTemperature| maximumcellGcContent| maximumcellLength| maximumcellWidth| maximumGrowthNACL| maximumGrowthPH| methanol| methylamin| minimalGrowthTemperature| minimumcellGcContent| minimumcellLength| minimumcellWidth| minimumGrowthNACL| minimumGrowthPH| MinimumGrowthRequierments| nomenclaturalPublication| numberPublications| optimalGrowthNACLMaximal| optimalGrowthNACLMinimal| optimalGrowthPHMaximal| optimalGrowthPHMinimal| optimalGrowthTemperatureMaximal| optimalGrowthTemperatureMinimal| otherATTCStrainNumbers| otherCollections| otherDSMStrainNumbers| otherEnv| otherSubstrate| pmidPublication| propanol| propionate| reactorsEnv| soilEnv| trimethylamin| typeStrain| volcanicEnv| waterEnv| 
Methanolobus vulcani| no data| no data| no data| no data| do not feed on| no data| P. Kadam et al.; 1995; Int. J. Syst. Bacteriol.; vol. 45; p. 400| no data| no data| Irregular cocci| negative| yes| no data| Sample of sea sediments near Vulcano Island, Italy.| feeds| no data| no data| do not feed on| negative| 5.33| 0.13| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/45/2/400.abstract| 45| not determined| 1.25| 1.25| 1.2| 7.5| feeds| feeds| 13| 39| 1| 1| 0.1| 6| biotin| no data| no| 0.5| 0.5| 7.2| 7.2| 40| 40| ATCC BAA-932, OCM 157| ATCC BAA-932, OCM 157| DSM-3029| no data| no data| P. Kadam et al.| no data| not determined| not applicable| not applicable| feeds| PL-12/M| not applicable| not applicable| 
Methanolobus zinderi| no data| feeds| no data| no data| do not feed on| no data| S. Doerfert et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 1064| no data| no data| Irregular cocci| negative| yes| no data| Water sample from coal seam near Monroe, Los Angeles, USA.| feeds| do not feed on| no data| do not feed on| negative| 9.9| 0.07| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/59/5/1064.abstract| 50| absent| 2| 2| 1.8| 9| feeds| feeds| 25| 42| 1| 1| 0.05| 6| no data| no data| no| 0.6| 0.2| 8| 7| 50| 40| ATCC BAA-1601| ATCC BAA-1601| DSM-21339| no data| no data| S. Doerfert et al.| no data| not determined| not applicable| not applicable| feeds| SD-1| not applicable| yes| 
Methanomassiliicoccus luminyensis| not determined| do not feed on| not determined| do not feed on| do not feed on| no data| B. Dridi et al.; 2012; Int. J. Syst. Evol. Microbiol.; vol. 62; p. 1902| do not feed on| not determined| Cocci| positive| yes| do not feed on| Sample of human faeces collected in Marseille, France.| not determined| not determined| do not feed on| do not feed on| positive| no data| no data| do not feed on| not determined| yes| http://ijs.sgmjournals.org/content/62/Pt_8/1902.abstract| 37| absent| 0.85| 0.85| 0.26| 8.4| feeds| not determined| 37| 59.93| 0.85| 0.85| 0.02| 7.2| tungstate, yeast extract| no data| no| 0.17| 0.06| 7.6| 7.6| 37| 37| CSUR P135| CSUR P135| DSM-25720| no data| no data| B. Dridi et al.| do not feed on| not determined| not applicable| not applicable| do not feed on| B10| not applicable| not applicable| 
Methanomethylovorans hollandica| no data| feeds| no data| no data| do not feed on| no data| B. Lomans et al.; 1999; Appl. Environ. Microbiol.; vol. 65; p. 3641| no data| no data| Irregular cocci| negative| yes| no data| Sample of eutrophic pond sediment (Campus of Dek- kerswald Institute, Nijmegen, The Netherlands).| feeds| feeds| no data| no data| negative| 11.5| 0.06| do not feed on| not determined| not applicable| http://aem.asm.org/content/65/8/3641.abstract| 40| not determined| 1.5| 1.5| 0.4| 8| feeds| feeds| 12| no data| 1| 1| 0| 6| no data| no data| no| 0.04| 0.04| 7| 6.5| 37| 34| OCM 838| OCM 838| DSM-15978| no data| no data| B. Lomans et al.| no data| not determined| not applicable| not applicable| feeds| DMS1| not applicable| yes| 
Methanomethylovorans thermophila| do not feed on| do not feed on| do not feed on| do not feed on| do not feed on| no data| B. Jiang et al.; 2005; Int. J. Syst. Evol. Microbiol.; vol. 55; p. 2465| do not feed on| do not feed on| Irregular cocci| negative| yes| do not feed on| Sample of a sludge from thermophilic laboratory-scale upflow anaerobic sludge blanket reactor fed with methanol.| feeds| do not feed on| do not feed on| do not feed on| negative| 13.86| 0.05| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/55/6/2465.abstract| 58| not determined| 1.5| 1.5| 0.3| 7.5| feeds| feeds| 42| 37.6| 0.7| 0.7| 0| 5| no data| no data| no| 0.1| 0.1| 6.6| 6.6| 50| 50| ATCC BAA-1173| ATCC BAA-1173| DSM-17232| no data| no data| B. Jiang et al.| do not feed on| not determined| yes| not applicable| feeds| L2FAW| not applicable| not applicable| 
Methanomethylovorans uponensis| not determined| not determined| not determined| do not feed on| do not feed on| no data| I. Cha et al.; 2013, Antonie Van Leeuwenhoek; vol. 104; p. 1005| no data| not determined| Irregular cocci| negative| yes| not determined| Sample of sediments from Upo wetland sediment in the Republic of Korea.| feeds| feeds| not determined| do not feed on| negative| 11.5| 0.06| do not feed on| not determined| not applicable| http://link.springer.com/article/10.1007%2Fs10482-013-0020-4| 40| not determined| 1.1| 1.1| 0.1| 7.5| feeds| feeds| 25| 39.2| 0.9| 0.9| 0| 5.5| no data| no data| no| no data| no data| 6.5| 6| 37| 37| JCM 19217, KCTC 4119, NBRC 109636| JCM 19217, KCTC 4119, NBRC 109636| DSM-27305| no data| no data| I. Cha et al.| not determined| not determined| not applicable| not applicable| feeds| EK1| not applicable| yes| 
Methanomicrobium mobile| no data| no data| no data| no data| do not feed on| no data| M. Paynter et al.; 1968; J. Bacteriol.; vol. 95; p. 1943| no data| no data| Rod| negative| yes| no data| Sample of bovine rumen fluid.| no data| no data| do not feed on| feeds| negative| no data| no data| feeds| not determined| yes| http://jb.asm.org/content/95/5/1943.abstract| 45| present| 2| 0.7| no data| 7.7| do not feed on| no data| 30| 49| 1.5| 0.7| no data| 5.9| yeast extract,| no data| yes| no data| no data| 6.9| 6.1| 40| 40| ATCC 35094, JCM 10551, | ATCC 35094, JCM 10551, | DSM-1539| no data| no data| M. Paynter et al.| no data| not determined| not applicable| not applicable| no data| BP| not applicable| not applicable| 
Methanomicrococcus blatticola| no data| no data| no data| no data| do not feed on| methanol+H2| W. Sprenger et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 1989| no data| no data| Irregular cocci| unknown (cell lysis)| yes| no data| Sample isolated from Periplaneta americana var. Amsterdam, which was caught in Artis Zoo (Amsterdam, The Netherlands).| feeds| no data| do not feed on| do not feed on| unknown (cell lysis)| 3.15| 0.22| do not feed on| feeds| not applicable| http://ijs.sgmjournals.org/content/50/6/1989.abstract| 40| 0| 0.8| 0.8| 0.3| 8.2| do not feed on| feeds| 20| 0| 0.8| 0.8| 0| 6.8| Co-M| no data| 0| 0.1| 0.1| 7.7| 7.2| 39| 39| ATCC BAA-276| ATCC BAA-276| DSM-13328| no data| no data| W. Sprenger et al.| no data| feeds| yes| not applicable| feeds| PA| not applicable| not applicable| 
Methanoplanus endosymbiosus| no data| feeds| no data| no data| do not feed on| no data| J. van Bruggen et al.; 1986; Arch. Microbiol.; vol. 144; p. 367| no data| no data| Irregular disc| negative| yes| no data| Endosymbionts in the marine ciliate Metopus contortus Quennerstedt.| no data| no data| no data| feeds| negative| 5| 0.139| feeds| not determined| not applicable| http://link.springer.com/article/10.1007%2FBF00409886| 36| present| 3.4| 0.8| 0.75| 8| do not feed on| do not feed on| 16| 38.7| 1.6| 0.5| 0| 6.2| no data| no data| no| 0.25| 0.25| 7| 7| 32| 32| OCM 102| OCM 102| DSM-3599| no data| no data| J. van Bruggen et al.| no data| not determined| not applicable| not applicable| no data| MC1| not applicable| yes| 
Methanoplanus limicola| no data| no data| no data| no data| do not feed on| no data| G. Wildgruber et al.; 1982; Arch. Microbiol.; vol. 132; p. 31| no data| no data| Irregular disc| negative| yes| no data| Sample of swamp drilling waste in Italy.| do not feed on| no data| no data| feeds| negative| 7| 0.099| feeds| not determined| not applicable| http://link.springer.com/article/10.1007%2FBF00690813| 41| present| 2.8| 0.3| 0.855578370979| 7.5| do not feed on| do not feed on| 17| 42.7| 1.6| 0.1| 0.0684462696783| 6.5| acetate| no data| yes| 0.171115674196| 0.171115674196| no data| no data| 40| 40| ATCC 35062, OCM 101| ATCC 35062, OCM 101| DSM-2279| no data| no data| G. Wildgruber et al.| no data| not determined| not applicable| yes| do not feed on| M3| not applicable| not applicable| 
Methanoplanus petrolearius| do not feed on| no data| do not feed on| feeds| do not feed on| no data| B. Ollivier et al.; 1997; FEMS Microbiol. Lett.; vol. 147; p. 51| no data| no data| Irregular disc| not determined| yes| no data| Sample collected from the well-head of an offshore oil field of the Gult of Guinea, West Africa.| no data| no data| no data| feeds| not determined| 10| 0.069| feedsa| not determined| not applicable| http://onlinelibrary.wiley.com/doi/10.1111/j.1574-6968.1997.tb10219.x/abstract| 40| not determined| 3| 3| 0.855578370979| 8.4| do not feed on| no data| 35| 47.7| 1| 1| 0| 5.3| acetate| E. Brambilla et al.; 2010; Standards in Genomic Sciences; vol. 3| variable| 0.513347022587| 0.171115674196| 7| 7| 40| 35| OCM 486, SEBR 4847| OCM 486, SEBR 4847| DSM-11571| no data| not supporting:lactate, glucose| B. Ollivier et al.| do not feed on| not determined| not applicable| not applicable| do not feed on| SEBR 4847| not applicable| yes| 
Methanopyrus kandleri| do not feed on| feeds| do not feed on| do not feed on| do not feed on| no data| M. Kurr et al.; 1991; Arch. Microbiol.; vol. 156; p. 239| do not feed on| no data| Rod| not determined| yes| do not feed on| Samples from a hydrothermally heated deep sea sediment (Guaymas Basin, Gulf of California) and from a shallow marine hydrothermal system (Kolbeinsey ridge, Iceland).| do not feed on| do not feed on| do not feed on| do not feed on| positive| 0.33| 3.03| feeds| not determined| not applicable| http://link.springer.com/article/10.1007%2FBF00262992| 110| 0| 14| 0.5| 0.68| 7| do not feed on| do not feed on| 84| 61.2| 2| 0.5| 0.034| 5.5| no data| no data| 0| 0.34| 0.34| 6.5| 6.5| 98| 98| ATCC BAA-1075, JCM 9639, NBRC 100938| ATCC BAA-1075, JCM 9639, NBRC 100938| DSM-6324| no data| no data| M. Kurr et al.| do not feed on| not determined| not applicable| not applicable| do not feed on| AV19| not applicable| yes| 
Methanoregula boonei| do not feed on| no data| no data| do not feed on| do not feed on| no data| S. Brauer et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 45| no data| no data| Rod| negative| yes| no data| Sample from McLean bog, an acidic (pH 4.0–4.5) and ombrotrophic (rain-fed) site near Ithaca, NY, USA (42° 30' N, 76° 30' W).| no data| no data| do not feed on| do not feed on| negative| 44| 0.017| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/61/1/45.abstract| 40| present| 3| 0.3| 0.05| 5.5| do not feed on| no data| 10| 54.5| 0.8| 0.2| 0| 4.5| acetate, coenzym M, vitamins, yeast extract| no data| no| 0| 0| 5.1| 5.1| 37| 35| ATCC BAA-1327, JCM 14090| ATCC BAA-1327, JCM 14090| DSM-21154| no data| no data| S. Brauer et al.| no data| not determined| not applicable| yes| do not feed on| 6A8| not applicable| not applicable| 
Methanoregula formicica| do not feed on| do not feed on| no data| do not feed on| do not feed on| no data| Y. Yashiro et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 53| do not feed on| no data| Rod| not determined| yes| do not feed on| Sample from a mesophilic, granular sludge in a UASB reactor used to treat a beer brewery effluent (Japan).| do not feed on| no data| do not feed on| feeds| not determined| 16.6| 0.042| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/61/1/53.abstract| 40| not determined| 2.6| 0.5| 0.171| 7.6| do not feed on| do not feed on| 10| no data| 1| 0.5| 0| 7| acetate, yeast extract| no data| no| 0| 0| 7.4| 7.4| 33| 30| NBRC 105244, | NBRC 105244| DSM-22288| no data| not supporting:pyruvate| Y. Yashiro et al.| do not feed on| not determined| yes| not applicable| do not feed on| SMSP| not applicable| not applicable| 
Methanosaeta concilii| no data| no data| no data| no data| feeds| acetate| G. Patel et al.; 1990; Int. J. Syst. Bacteriol.; vol. 40; p. 79| no data| no data| Rod| negative| yes| no data| Sample from pear waste fermentor inoculated with anaerobic sludge from the Regional Municipality of Ottawa-Carleton sewage treatment facility.| do not feed on| do not feed on| do not feed on| do not feed on| negative| 65| 0.011| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/40/1/79.abstract| 45| not determined| 6| 1.3| no data| 7.8| do not feed on| do not feed on| 10| 49| 2| 0.8| 0| 6.6| no data| no data| no| no data| no data| 7.5| 7.1| 40| 35| ATCC 35969, JCM 10134, BCRC 16173, CCRC 16173, NBRC 103675, NRC 2989, OCM 69, OGC 69| ATCC 35969, JCM 10134, BCRC 16173, CCRC 16173, NBRC 103675, NRC 2989, OCM 69, OGC 69| DSM-3671| no data| no data| G. Patel et al.| no data| not determined| yes| not applicable| do not feed on| GP6| not applicable| not applicable| 
Methanosaeta harundinacea| no data| feeds| do not feed on| do not feed on| feeds| acetate| K. Ma et al.; 2006; Int. J. Syst. Evol. Microbiol.; vol. 56; p. 127| no data| no data| Rod| variable| yes| no data| Samples from mesophilic UASB anaerobic digester treating beer-manufacture wastewater (Beijing, China).| do not feed on| do not feed on| do not feed on| do not feed on| variable| 28| 0.03| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/56/1/127.abstract| 45| not determined| 5| 1| no data| 9| do not feed on| do not feed on| 25| 60.6| 3| 0.8| 0| 6.5| no data| no data| no| no data| no data| 7.6| 7.2| 37| 34| JCM 13211, CGMCC 1.5026| JCM 13211, CGMCC 1.5026| DSM-17206| no data| no data| K. Ma et al.| no data| not determined| yes| not applicable| do not feed on| 8Ac| not applicable| not applicable| 
Methanosaeta pelagica| no data| no data| no data| no data| feeds| yest extract| K. Mori et al.; 2012; Appl. Environ. Microbiol.; vol. 78; p. 3416| no data| no data| Rod| negative| yes| no data| Sample from a tidal flat sediment in Tokyo Bay, Chiba Prefecture, Japan.| do not feed on| do not feed on| do not feed on| do not feed on| negative| 297.6| 0.002| do not feed on| not determined| not applicable| http://aem.asm.org/content/78/9/3416.abstract| 40| not determined| 11| 0.5| 0.8| 9.2| do not feed on| do not feed on| 15| 45.4| 2.5| 0.5| 0.2| 6| no data| no data| no| 0.28| 0.28| 7.5| 7.5| 30| 30| no data| no data| DSM-24271| no data| no data| K. Mori et al.| no data| not determined| not applicable| not applicable| do not feed on| 03d30q| not applicable| yes| 
Methanosaeta thermophila| no data| no data| no data| no data| feeds| no data| G. Patel et al.; 1990; Int. J. Syst. Bacteriol.; vol. 40; p. 79| no data| no data| Rod| negative| yes| no data| Sample from a thermophilic anaerobic digestor.| do not feed on| no data| do not feed on| do not feed on| negative| 36| 0.019| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/40/1/79.abstract| 70| not determined| 5| 1.2| 0.9| 8.4| do not feed on| do not feed on| 37| 53.5| 5| 1| 0| 5.5| biotin| no data| no| 0| 0| 6.8| 6.6| 60| 55| ATCC BAA-1166, JCM 14653, NBRC 101360| ATCC BAA-1166, JCM 14653, NBRC 101360| DSM-6194| no data| no data| G. Patel et al.| no data| not determined| yes| not applicable| do not feed on| PT| not applicable| not applicable| 
Methanosalsum zhilinae| no data| no data| no data| no data| do not feed on| trypticase, peptone, yeast extract, rument fluid| I. Mathrani et al.; 1988; Int. J. Syst. Bacteriol.; vol. 38; p. 139| no data| no data| Irregular cocci| negative| yes| no data| Sample from alkaline, saline sediments from Bosa Lake in the Wadi el Natrun, Egyp.| feeds| no data| no data| do not feed on| negative| 5.8| 0.12| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/38/2/139.abstract?sid=8ec4292d-e31b-4861-9d38-2a89cdd7ba24| no data| not determined| 1.5| 1.5| 2.1| no data| feeds| feeds| no data| 39.2| 0.8| 0.8| 0.2| no data| no data| no data| no| 0.7| 0.7| 9.2| 9.2| 45| 45| ATCC BAA-913, OCM 62| ATCC BAA-913, OCM 62| DSM-4017| no data| no data| I. Mathrani et al.| no data| not determined| not applicable| not applicable| feeds| WeN5| not applicable| yes| 
Methanosarcina acetivorans| no data| no data| no data| no data| feeds| -1| K. Sowers et al.; 1983; Appl. Environ. Microbiol.; vol. 47; p. 971| no data| no data| Irregular cocci| negative| yes| no data| Sample of marine sediments from the Sumner branch of Scripps Canyon located near La Jolla, California.| feeds| no data| no data| do not feed on| negative| 5.2| 0.133| do not feed on| not determined| not applicable| http://aem.asm.org/content/47/5/971.abstract| 50| present| 2.5| 2.5| 1| 8| feeds| feeds| 10| 41| 1.5| 1.5| 0.1| 5.5| no data| no data| no| 0.2| 0.2| 6.5| 6.5| 40| 40| ATCC 35395, JCM 12185, NBRC 100939, OCM 95, BCRC 16170, CCRC 16170| ATCC 35395, JCM 12185, NBRC 100939, OCM 95, BCRC 16170, CCRC 16170| DSM-2834| no data| no data| K. Sowers et al.| no data| not determined| not applicable| not applicable| feeds| C2A| not applicable| yes| 
Methanosarcina baltica| no data| no data| no data| no data| not determined| methanol, methylamine, (acetate)| D. von Klein et al.; 2002; Extremophiles; vil. 6; p. 103| no data| no data| Irregular cocci| not determined| yes| no data| Sample from the anoxic surface layer of the sediment at a depth of 241 m in the Gotland Deep of the Baltic Sea.| feeds| do not feed on| no data| do not feed on| negative| 84| 0.008| do not feed on| not determined| not applicable| http://link.springer.com/article/10.1007/s007920100234| 28| present| 3| 3| 0.7| 7.5| feeds| feeds| 3| 37.3| 1.5| 1.5| 0.1| 6.3| no data| N. Singh et al.; 2005; Int. J. Syst. Evol. Microbiol.; vol. 55; p.2531| no| 0.5| 0.4| 7.2| 7.2| 21| 21| JCM 11281| JCM 11281| DSM-14042| no data| no data| D. von Klein et al.| no data| not determined| not applicable| not applicable| feeds| GS1-A| not applicable| yes| 
Methanosarcina barkeri| do not feed on| no data| no data| do not feed on| feeds| H2/C02, methanol; mono-, di-, a trimethylamine, acetate,  CO/H2| M. Bryant et al.; 1987; Int. J. Syst. Bacteriol.; vol. 37; p. 169| no data| feeds| Irregular cocci| positive| yes| no data| Sample from anaerobic sewage digester.| feeds| no data| do not feed on| do not feed on| positive| 6.9| 0.1| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/37/2/169| no data| not determined| 2| 2| 1.2| 7.5| feeds| feeds| no data| 39| 1.5| 1.5| 0.1| 5.5| no data| G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267| no| 0.5| 0.25| 7| 7| 40| 30| ATCC 43569, JCM 10043, NBRC 100474, OCM 38, VKM B-1635, BCRC 16175, CCRC 16175| ATCC 43569, JCM 10043, NBRC 100474, OCM 38, VKM B-1635, BCRC 16175, CCRC 16175| DSM-800| no data| no data| C. Schnellen| do not feed on| not determined| yes| yes| feeds| MS| not applicable| not applicable| 
Methanosarcina horonobensis| do not feed on| no data| no data| do not feed on| feeds| no data| S. Shimizu et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 2503| no data| no data| Irregular cocci| negative| yes| do not feed on| Sample of a groundwater from the Wakkanai Formation.| feeds| feeds| no data| do not feed on| negative| 4.95| 0.14| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/61/10/2503.abstract| 42| absent| 2.9| 2.9| 0.35| 7.75| feeds| do not feed on| 20| 41.4| 1.4| 1.4| 0| 6| no data| no data| no| 0.1| 0.1| 7.25| 7| 37| 37| JCM 15518, NBRC 102577| JCM 15518, NBRC 102577| DSM-21571| no data| no data| S. Shimizu et al.| do not feed on| not determined| not applicable| not applicable| feeds| HB-1| not applicable| yes| 
Methanosarcina lacustris| no data| no data| no data| no data| not determined| yest extract| M. Simankova et al.; 2001; Syst. Appl. Microbiol.; vol. 24; p. 362| no data| no data| Irregular cocci| positive| yes| no data| Sample from from anoxic lake sediments (Switzerland).| feeds| do not feed on| no data| do not feed on| positive| 49.5| 0.014| feeds| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S0723202004700454| 35| not determined| 3.5| 3.5| no data| 8.5| feeds| feeds| 1| 43.4| 1.5| 1.5| 0| 4.5| yest extract| no data| no| 0| 0| 7| 7| 25| 25| VKM B-2268, | VKM B-2268| DSM-13486| no data| no data| M. Simankova et al.| no data| not determined| not applicable| not applicable| feeds| ZS| not applicable| yes| 
Methanosarcina mazei| do not feed on| feeds| indifferent| do not feed on| feeds| no data| R. Mah; 1980; Curr. Microbiol.; vol. 3; p. 321| indifferent| indifferent| Irregular cocci| not determined| yes| indifferent| Sample from sewage sludge plant.| feeds| do not feed on| do not feed on| do not feed on| variable| 5.33| 0.13| feeds| not determined| not applicable| http://link.springer.com/article/10.1007%2FBF02601895| 45| not determined| 3| 3| 1| 8.5| feeds| feeds| 20| 41.5| 1| 1| 0.1| 5.5| no data| G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267| no| 0.3| 0.1| 7.1| 7.1| 42| 40| ATCC 43572, OCM 26, VKM B-1636| ATCC 43572, OCM 26, VKM B-1636| DSM-2053| no data| no data| H. Barker| do not feed on| not determined| yes| not applicable| feeds| S-6| not applicable| yes| 
Methanosarcina semesiae| no data| no data| no data| no data| do not feed on| methanethiol| T. Lyimo et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 171| no data| no data| Irregular cocci| positive| yes| no data| Sample of  sediments obtained from the mangrove forest at Monti creek, Dar es Salaam, Tanzania (Indian Ocean).| feeds| feeds| no data| do not feed on| positive| 3.8| 0.18| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/50/1/171.abstract| 39| not determined| 1.6| 1.6| 1.5| 8.8| feeds| feeds| 18| no data| 1.2| 1.2| 0| 6.2| no data| no data| no| 0.6| 0.2| 7.5| 6.5| 35| 30| no data| no data| DSM 12914| no data| no data| T. Lyimo et al.| no data| not determined| not applicable| yes| feeds| MD1| not applicable| yes| 
Methanosarcina siciliae| no data| no data| no data| no data| do not feed on| no data| S. Ni et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 410| no data| no data| Irregular cocci| not determined| yes| no data| Sample of water collected from an offshore production platform receiving liquid and gas from oil well HI350 at High Island in the Gulf of Mexico.| feeds| feeds| no data| do not feed on| negative| 6.9| 0.1| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/41/3/410.abstract| 50| absent| 3| 3| 1.5| 8| feeds| feeds| 20| 42| 1.5| 1.5| 0.2| 5| no data| no data| no| 0.6| 0.4| 6.8| 6.8| 40| 40| ATCC BAA-931, OCM 156| ATCC BAA-931, OCM 156| DSM-3028| 1| no data| S. Ni et al.| no data| not determined| not applicable| not applicable| feeds| T4/M| not applicable| not applicable| 
Methanosarcina soligelidi| not determined| do not feed on| not determined| do not feed on| feeds| no data| D. Wagner et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 2986| no data| do not feed on| Irregular cocci| negative| yes| not determined| Samples of a permafrost-affected soil on Samoylov Island, Lena Delta, Siberia.| do not feed on| do not feed on| do not feed on| do not feed on| negative| 122.4| 0.006| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/63/Pt_8/2986.abstract| 54| not determined| 2.5| 2.5| 0.6| 9.9| feeds| do not feed on| 0| 40.9| 1.3| 1.3| 0.02| 4.8| no data| no data| no| 0.02| 0.02| 7.8| 7.8| 28| 28| JCM 18468, CIP 107090, LMG 15061, NCDO 2477, NCFB 2477, NCIMB 702477, Stetter 65| JCM 18468, CIP 107090, LMG 15061, NCDO 2477, NCFB 2477, NCIMB 702477, Stetter 65| DSM-26065| no data| no data| D. Wagner et al.| not determined| not determined| not applicable| yes| do not feed on| SMA-21| not applicable| not applicable| 
Methanosarcina spelaei| not determined| not determined| not determined| not determined| feeds| no| L. Ganzert et al; 2014; Int J Syst Evol Microbiol; Vol. 64; P. 3478-3484| no data| not determined| Cocci| no data| no data| not determined| Microorganism was isolated from a floating biofilm on a sulphurous subsurface lake in Movile Cave (Mangalia, Romania)| feeds| do not feed on| do not feed on| do not feed on| no data| 0| 0| feeds| not determined| not applicable| http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.064956-0| 0| 0| 4| 4| 0| 0| feeds| feeds| 0| 39| 2| 2| 0| 0| no data| no data| 0| 0.05| 0.05| 6.5| 6.5| 33| 33| no data| JCM 18469| 26047| no data| no data| no data| not determined| no data| not applicable| not applicable| feeds| MC-15| not applicable| yes| 
Methanosarcina thermophila| indifferent| feeds| indifferent| indifferent| feeds| no data| S. Zinder et al.; 1979; Appl. Environ. Microbiol.; vol. 38; p. 996| indifferent| indifferent| Irregular cocci| positive| yes| indifferent| Sample from labortory anaerobic sludge digestor (55°C) inoculated with sludge from thermophilic digestor operated at Hyperion sewage treatment plant, El Segundo, California.| feeds| indifferent| indifferent| indifferent| positive| 5| 0.139| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/35/4/522.abstract| 60| not determined| 2.5| 2.5| 1.2| no data| feeds| feeds| 30| 42| 1.5| 1.5| 0.005| no data| no data| S. Zinder et al.; 1985; Int. J. Syst. Bacteriol.; vol. 35; p. 522| not determined| 0| 0| 6.5| 6.5| 55| 55| ATCC 43570, OCM 12| ATCC 43570, OCM 12| DSM-1825| no data| no data| S. Zinder et al.| indifferent| not determined| yes| not applicable| feeds| TM-1| not applicable| not applicable| 
Methanosarcina vacuolata| no data| no data| no data| no data| feeds| no data| T. Zhilina et al.; 1987; Int. J. Syst. Bacteriol.; vol. 37; p. 281| no data| no data| Irregular cocci| positive| yes| no data| Sludge sample from mesophilic anaerobic digestor in Moscow.| feeds| no data| no data| do not feed on| positive| 5| 0.14| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/37/3/281.abstract| 42| not determined| 2| 2| no data| 8| feeds| feeds| 18| 36.3| 1| 1| 0| 6| no data| G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267| no| 0| 0| 7.5| 7.5| 38| 38| ATCC 35090, OCM 85, BCRC 16172, CCRC 16172| ATCC 35090, OCM 85, BCRC 16172, CCRC 16172| DSM-1232| no data| no data| T. Zhilina et al.| no data| not determined| yes| yes| feeds| Z-761| not applicable| not applicable| 
Methanosphaera cuniculi| no data| no data| no data| do not feed on| do not feed on| no data| B. Biavati et al.; 1988; Appl. Environ. Microbiol.; vol. 54; p. 768| no data| no data| Cocci| positive| yes| no data| Samples from rabbit caeca, colons, or rectums, animals were hybrids of a New Zealand White female rabbit and a California male rabbit.| do not feed on| no data| do not feed on| do not feed on| positive| 60.5| 0.011| do not feed on| feeds| yes| http://aem.asm.org/content/54/3/768.abstract| no data| not determined| 1.2| 0.6| no data| no data| do not feed on| do not feed on| no data| 23| 1.2| 0.6| 0| no data| H2+methanol, acetate| no data| no| no data| no data| 6.8| 6.8| 40| 35| ATCC BAA-1074, OCM 183| ATCC BAA-1074, OCM 183| DSM-4103| no data| H2+methanol| B. Biavati et al.| no data| feeds| not applicable| not applicable| do not feed on| 1R7| not applicable| not applicable| 
