"PC1","PC2","Name","GrowthDoublingTime","GrowthRate","maximalGrowthTemperature","maximumcellLength","maximumcellWidth","maximumGrowthNACL","maximumGrowthPH","minimalGrowthTemperature","minimumcellGcContent","minimumcellLength","minimumcellWidth","minimumGrowthNACL","minimumGrowthPH","optimalGrowthNACLMaximal","optimalGrowthNACLMinimal","optimalGrowthPHMaximal","optimalGrowthPHMinimal","optimalGrowthTemperatureMaximal","optimalGrowthTemperatureMinimal","otherEnv","X1butanol","X2.butanol","X2methylpropan1ol","X2propanol","acetate","AdditionalGrowthRequierments","author","butanol","carbonMonoxide","cellShape","creator","creatorMail","cyclopentanol","descriptionEnv","dimethylamin","dimethylSulfide","ethanol","formate","gramReaction","GrowthDoublingTime.1","GrowthRate.1","h2Andco2","h2andmethanol","intestinalTracksEnv","link","maximalGrowthTemperature.1","maximumcellGcContent","maximumcellLength.1","maximumcellWidth.1","maximumGrowthNACL.1","maximumGrowthPH.1","methanol","methylamin","minimalGrowthTemperature.1","minimumcellGcContent.1","minimumcellLength.1","minimumcellWidth.1","minimumGrowthNACL.1","minimumGrowthPH.1","MinimumGrowthRequierments","nomenclaturalPublication","numberPublications","optimalGrowthNACLMaximal.1","optimalGrowthNACLMinimal.1","optimalGrowthPHMaximal.1","optimalGrowthPHMinimal.1","optimalGrowthTemperatureMaximal.1","optimalGrowthTemperatureMinimal.1","otherATTCStrainNumbers","otherCollections","otherDSMStrainNumbers","otherEnv.1","otherSubstrate","pmidPublication","propanol","propionate","reactorsEnv","soilEnv","trimethylamin","typeStrain","volcanicEnv","waterEnv"
8.88251933445839,0.263152532156295,"Methanosarcina mazei",5.33,0.13,45,3,3,1,8.5,20,41.5,1,1,0.1,5.5,0.3,0.1,7.1,7.1,42,40,NA,"do not feed on","feeds","indifferent","do not feed on","feeds","no data","R. Mah; 1980; Curr. Microbiol.; vol. 3; p. 321","indifferent","indifferent","Irregular cocci","not determined","yes","indifferent","Sample from sewage sludge plant.","feeds","do not feed on","do not feed on","do not feed on","variable","5.33","0.13","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF02601895","45","not determined","3","3","1","8.5","feeds","feeds","20","41.5","1","1","0.1","5.5","no data","G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267","no","0.3","0.1","7.1","7.1","42","40","ATCC 43572, OCM 26, VKM B-1636","ATCC 43572, OCM 26, VKM B-1636","DSM-2053","no data","no data","H. Barker","do not feed on","not determined","yes","not applicable","feeds","S-6","not applicable","yes"
7.64421267568296,4.36406191087127,"Methanosarcina siciliae",6.9,0.1,50,3,3,1.5,8,20,42,1.5,1.5,0.2,5,0.6,0.4,6.8,6.8,40,40,1,"no data","no data","no data","no data","do not feed on","no data","S. Ni et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 410","no data","no data","Irregular cocci","not determined","yes","no data","Sample of water collected from an offshore production platform receiving liquid and gas from oil well HI350 at High Island in the Gulf of Mexico.","feeds","feeds","no data","do not feed on","negative","6.9","0.1","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/41/3/410.abstract","50","absent","3","3","1.5","8","feeds","feeds","20","42","1.5","1.5","0.2","5","no data","no data","no","0.6","0.4","6.8","6.8","40","40","ATCC BAA-931, OCM 156","ATCC BAA-931, OCM 156","DSM-3028","1","no data","S. Ni et al.","no data","not determined","not applicable","not applicable","feeds","T4/M","not applicable","not applicable"
15.407826600948,0.252341585033191,"Methanosarcina soligelidi",122.4,0.006,54,2.5,2.5,0.6,9.9,0,40.9,1.3,1.3,0.02,4.8,0.02,0.02,7.8,7.8,28,28,NA,"not determined","do not feed on","not determined","do not feed on","feeds","no data","D. Wagner et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 2986","no data","do not feed on","Irregular cocci","negative","yes","not determined","Samples of a permafrost-affected soil on Samoylov Island, Lena Delta, Siberia.","do not feed on","do not feed on","do not feed on","do not feed on","negative","122.4","0.006","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/63/Pt_8/2986.abstract","54","not determined","2.5","2.5","0.6","9.9","feeds","do not feed on","0","40.9","1.3","1.3","0.02","4.8","no data","no data","no","0.02","0.02","7.8","7.8","28","28","JCM 18468, CIP 107090, LMG 15061, NCDO 2477, NCFB 2477, NCIMB 702477, Stetter 65","JCM 18468, CIP 107090, LMG 15061, NCDO 2477, NCFB 2477, NCIMB 702477, Stetter 65","DSM-26065","no data","no data","D. Wagner et al.","not determined","not determined","not applicable","yes","do not feed on","SMA-21","not applicable","not applicable"
-22.996207769765,-0.157073177462707,"Methanosarcina spelaei",0,0,0,4,4,0,0,0,39,2,2,0,0,0.05,0.05,6.5,6.5,33,33,NA,"not determined","not determined","not determined","not determined","feeds","no","L. Ganzert et al; 2014; Int J Syst Evol Microbiol; Vol. 64; P. 3478-3484","no data","not determined","Cocci","no data","no data","not determined","Microorganism was isolated from a floating biofilm on a sulphurous subsurface lake in Movile Cave (Mangalia, Romania)","feeds","do not feed on","do not feed on","do not feed on","no data","0","0","feeds","not determined","not applicable","http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.064956-0","0","0","4","4","0","0","feeds","feeds","0","39","2","2","0","0","no data","no data","0","0.05","0.05","6.5","6.5","33","33","no data","JCM 18469","26047","no data","no data","no data","not determined","no data","not applicable","not applicable","feeds","MC-15","not applicable","yes"
17.5932020881981,-0.759604077750694,"Methanosarcina thermophila",5,0.139,60,2.5,2.5,1.2,NA,30,42,1.5,1.5,0.005,NA,0,0,6.5,6.5,55,55,NA,"indifferent","feeds","indifferent","indifferent","feeds","no data","S. Zinder et al.; 1979; Appl. Environ. Microbiol.; vol. 38; p. 996","indifferent","indifferent","Irregular cocci","positive","yes","indifferent","Sample from labortory anaerobic sludge digestor (55°C) inoculated with sludge from thermophilic digestor operated at Hyperion sewage treatment plant, El Segundo, California.","feeds","indifferent","indifferent","indifferent","positive","5","0.139","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/35/4/522.abstract","60","not determined","2.5","2.5","1.2","no data","feeds","feeds","30","42","1.5","1.5","0.005","no data","no data","S. Zinder et al.; 1985; Int. J. Syst. Bacteriol.; vol. 35; p. 522","not determined","0","0","6.5","6.5","55","55","ATCC 43570, OCM 12","ATCC 43570, OCM 12","DSM-1825","no data","no data","S. Zinder et al.","indifferent","not determined","yes","not applicable","feeds","TM-1","not applicable","not applicable"
11.8148755881805,-3.21181723402207,"Methanosarcina vacuolata",5,0.14,42,2,2,NA,8,18,36.3,1,1,0,6,0,0,7.5,7.5,38,38,NA,"no data","no data","no data","no data","feeds","no data","T. Zhilina et al.; 1987; Int. J. Syst. Bacteriol.; vol. 37; p. 281","no data","no data","Irregular cocci","positive","yes","no data","Sludge sample from mesophilic anaerobic digestor in Moscow.","feeds","no data","no data","do not feed on","positive","5","0.14","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/37/3/281.abstract","42","not determined","2","2","no data","8","feeds","feeds","18","36.3","1","1","0","6","no data","G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267","no","0","0","7.5","7.5","38","38","ATCC 35090, OCM 85, BCRC 16172, CCRC 16172","ATCC 35090, OCM 85, BCRC 16172, CCRC 16172","DSM-1232","no data","no data","T. Zhilina et al.","no data","not determined","yes","yes","feeds","Z-761","not applicable","not applicable"
9.89866307197203,-7.4813272314898,"Methanosphaera stadtmanae",5.1,0.135,45,1.2,1.2,NA,6.9,25,27.6,1,1,NA,6.5,NA,NA,6.9,6.5,40,36,NA,"no data","no data","no data","no data","do not feed on","biotin, aminoacids","T. Miller et al.; 1985; Arch. Microbiol.; vol. 141; p. 116","no data","do not feed on","Cocci","positive","yes","no data","Sample of human feces.","do not feed on","no data","do not feed on","do not feed on","positive","5.1","0.135","do not feed on","feeds","yes","http://link.springer.com/article/10.1007/BF00423270","45","absent","1.2","1.2","no data","6.9","do not feed on","do not feed on","25","27.6","1","1","no data","6.5","H2+methanol, acetate, CO2, thiamin","no data","no","no data","no data","6.9","6.5","40","36","ATCC 43021, JCM 11832, OCM 149","ATCC 43021, JCM 11832, OCM 149","DSM-3091","no data","no data","T. Miller et al.","no data","feeds","not applicable","not applicable","do not feed on","MCB-3","not applicable","not applicable"
5.69819774769796,7.09419152503103,"Methanosphaerula palustris",19,0.036,35,0.8,0.8,0.0855578370979,6.4,14,55.4,0.5,0.5,0,4.8,0.035,0.015,5.5,5.5,30,30,NA,"no data","do not feed on","no data","do not feed on","do not feed on","no data","H. Cadillo-Quiroz et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 928","do not feed on","no data","Cocci","positive","yes","no data","Sample from minerotrophic fen peatland, Michigan Hollow (New York State (42°21' N, 76°28' W)).","no data","no data","do not feed on","feeds","positive","19","0.036","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/59/5/928.abstract","35","present","0.8","0.8","0.0855578370979","6.4","do not feed on","no data","14","55.4","0.5","0.5","0","4.8","Vitamins, coenzyme M, acetate","H. Cadillo-Quiroz et al.; 2008; Appl. Environ. Microbiol.; vol. 74; p. 2059","no","0.035","0.015","5.5","5.5","30","30","ATCC BAA-1565","ATCC BAA-1565","DSM-19958","no data","not supporting:butyrate","H. Cadillo-Quiroz et al.","no data","not determined","not applicable","yes","no data","E1-9c","not applicable","not applicable"
16.051313858843,2.10143235742637,"Methanospirillum hungatei",20.7,0.033,50,10,0.4,0.17,10,20,45.1,7.4,0.4,0,6.5,0,0,9,7,45,37,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","no data","J. Ferry et al., 1974; Int. J. Syst. Bacteriol.; vol. 24; p. 465","do not feed on","no data","Sheathed spiral","negative","yes","no data","Sample of sewage sludge.","do not feed on","no data","do not feed on","feeds","negative","20.7","0.033","feeds","not determined","yes","http://ijs.sgmjournals.org/content/24/4/465.abstract","50","present","10","0.4","0.17","10","do not feed on","do not feed on","20","45.1","7.4","0.4","0","6.5","acetate","no data","yes","0","0","9","7","45","37","ATCC 27890, JCM 10133, OCM 16, NBRC 100397","ATCC 27890, JCM 10133, OCM 16, NBRC 100397","DSM-864","no data","no data","J. Ferry et al.","no data","not determined","not applicable","not applicable","do not feed on","JF1","not applicable","not applicable"
-22.0623140507622,-0.0531826479429611,"Methanospirillum lacunae",32.2,0.021,37,25,0.6,0.17,9.5,15,45.3,11,0.5,0,6,0,0,7.5,7.5,30,30,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","no data","T. Iino et al.; 2010; Int. J. Syst. Evol. Microbiol.; vol. 60; p. 2563","do not feed on","no data","Cocci","negative","yes","no data","Soil sample collected from a puddle at Kisarazu, Chiba, Japan.","do not feed on","no data","do not feed on","feeds","negative","32.2","0.021","feeds","not determined","yes","http://ijs.sgmjournals.org/content/60/11/2563.abstract","37","present","25","0.6","0.17","9.5","do not feed on","do not feed on","15","45.3","11","0.5","0","6","acetate","no data","yes","0","0","7.5","7.5","30","30","JCM 16384, NBRC 104920","JCM 16384, NBRC 104920","DSM-22751","no data","no data","T. Iino et al.","no data","not determined","not applicable","not applicable","do not feed on","Ki8-1","not applicable","not applicable"
-22.0924482042724,-0.060825286716406,"Methanospirillum psychrodurum",NA,NA,32,62,NA,NA,8,4,44.4,11,NA,NA,6.5,NA,NA,7,7,25,25,NA,"not determined","not determined","not determined","not determined","not determined","no data","L. Zhou et al.; 2014; Int. J. Syst. Evol. Microbiol.; vol. 64; p. 638","no data","not determined","Sheathed spiral","no data","no data","not determined","Soil from Madoi wetland at Qinghai-Tibetan plateau, China.","not determined","not determined","not determined","not determined","negative","no data","no data","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/early/2013/10/22/ijs.0.057299-0.abstract","32","unavailable","62","no data","no data","8","not determined","not determined","4","44.4","11","no data","no data","6.5","no data","no data","unavailable","no data","no data","7","7","25","25","no data","CGMCC 1.5186, JCM 19216","no data","no data","no data","no data","not determined","not determined","not applicable","yes","not determined","X-18T","not applicable","not applicable"
-23.4608354341179,-0.256681251263623,"Methanospirillum stamsii",NA,NA,37,7.5,0.5,0.3,10,5,40,7,0.4,0,6,0,0,7.5,7,30,20,NA,"not determined","not determined","not determined","not determined","not determined","Acetate and yeast extract","S. Parshina et al.; 2014; Int. J. Syst. Evol. Microbiol.; vol. 64; p. 180","no data","not determined","Sheathed spiral","negative","yes","not determined","Sample of granulated biomass of a two-stage low-temperature (3–8 °C) anaerobic expanded granular sludge bed (EGSB) bioreactor, fed with a mixture of volatile fatty acids (VFAs) (acetate, propionate and butyrate).","not determined","not determined","not determined","feeds","negative","no data","no data","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/64/Pt_1/180.abstract","37","present","7.5","0.5","0.3","10","not determined","not determined","5","40","7","0.4","0","6","no data","no data","yes","0","0","7.5","7","30","20","VKM B-2808","VKM B-2808","DSM-26304","no data","no data","S. Parshina et al.","not determined","not determined","yes","not applicable","not determined","Pt1T","not applicable","not applicable"
-23.3731762108237,-0.247974781287822,"Methanothermobacter crinale",15.12,0.046,80,5.9,0.3,0.513347022587,8.9,55,41.1,2.2,0.3,0.000427789185489,6.6,0.000427789185489,0.000427789185489,6.9,6.9,65,65,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","no data","L. Cheng et al.; 2008; Appl. Environ. Microbiol.; vol. 77; p. 5212","do not feed on","no data","Rod/cocci","positive","yes","no data","Sample of production water of oil reservoirs was collected from the Shengli oil fiel.","no data","do not feed on","do not feed on","do not feed on","positive","15.12","0.046","feeds","not determined","not applicable","http://aem.asm.org/content/77/15/5212.abstract","80","absent","5.9","0.3","0.513347022587","8.9","not determined","do not feed on","55","41.1","2.2","0.3","0.000427789185489","6.6","acetate","no data","no","0.000427789185489","0.000427789185489","6.9","6.9","65","65","ACCC 00699, JCM 17393, HMD","ACCC 00699, JCM 17393, HMD","DSM-24598","no data","no data","L. Cheng et al.","no data","not determined","not applicable","yes","do not feed on","Tm2","not applicable","not applicable"
6.15137160829344,3.6383095480773,"Methanothermobacter marburgensis",NA,NA,70,20,0.35,0.598904859685,8,45,48,3,0.35,0.00171115674196,5,0.00855578370979,0.00855578370979,7.4,6.8,65,65,NA,"no data","no data","no data","no data","no data","no data","A. Wasserfallen et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43","no data","no data","Rod","positive","yes","no data","Sample of mesophilic sewage sludge.","no data","no data","no data","no data","positive","no data","no data","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/50/1/43.abstract","70","not determined","20","0.35","0.598904859685","8","not determined","no data","45","48","3","0.35","0.00171115674196","5","no data","no data","no","0.00855578370979","0.00855578370979","7.4","6.8","65","65","ATCC BAA-927, JCM 14651, NBRC 100331, OCM 82","ATCC BAA-927, JCM 14651, NBRC 100331, OCM 82","DSM-2133","no data","no data","A. Wasserfallen et al.","no data","not determined","yes","not applicable","no data","Marburg","not applicable","not applicable"
-22.0655902538498,0.122298414202657,"Methanothermobacter tenebrarum",12,0.058,80,10.5,0.5,0.342231348392,8.7,45,41.5,3.5,0.5,0,5.8,0.0427789185489,0.0427789185489,7.7,6.9,70,70,NA,"do not feed on","no data","do not feed on","do not feed on","do not feed on","acetate","K. Nakamura et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 715","no data","no data","Rod","positive","yes","no data","Sample from gas-associated formation water of a gas-producing well in a natural gas field at Niigata, Japan.","do not feed on","no data","do not feed on","do not feed on","positive","12","0.058","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/early/2012/05/04/ijs.0.041681-0.abstract","80","present","10.5","0.5","0.342231348392","8.7","do not feed on","do not feed on","45","41.5","3.5","0.5","0","5.8","casamino acids, tryptone, yeast extract, or vitamins for growth ","no data","no","0.0427789185489","0.0427789185489","7.7","6.9","70","70","JCM 16532, NBRC 106236","JCM 16532, NBRC 106236","DSM-23052","no data","no data","K. Nakamura et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","RMAS","not applicable","not applicable"
6.44226911004727,5.09021984290527,"Methanothermobacter thermautotrophicus",3,0.231,75,120,0.6,0.598904859685,8.8,40,49.5,3,0.4,0.00171115674196,6,0.0102669404517,0.0102669404517,7.6,7.2,70,65,NA,"no data","no data","no data","no data","do not feed on","none","J. Zeikus et al.; 1972; J. Bacteriol.; vol. 109; p. 707","no data","no data","Rod","positive","yes","no data","Sample from fermenting sludge obtained from the sewage treatment plant of the city of Urbana, Illinois.","no data","no data","do not feed on","do not feed on","positive","3","0.231","feeds","not determined","not applicable","http://jb.asm.org/content/109/2/707.abstract","75","absent","120","0.6","0.598904859685","8.8","do not feed on","no data","40","49.5","3","0.4","0.00171115674196","6","None","A. Wasserfallen et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43","no","0.0102669404517","0.0102669404517","7.6","7.2","70","65","ATCC 29096, JCM 10044, NBRC 100330, OCM 143, VKM B-1908","ATCC 29096, JCM 10044, NBRC 100330, OCM 143, VKM B-1908","DSM-1053","no data","not supporting: pyruvate","J. Zeikus et al.","no data","not determined","yes","not applicable","no data","Delta H","not applicable","not applicable"
-22.6529957660031,-0.119872098013299,"Methanothermobacter thermoflexus",3.5,0.198,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,0.513347022587,0.0171115674196,8.2,7.9,55,55,NA,"no data","no data","no data","no data","no data","no data","S. Kotelnikova et al.; 1993; Syst. Appl. Microbiol.; vol. 16; p. 427","no data","no data","Rod","positive","yes","no data","Sludge samples from the anaerobic digestor sludge operating on waste waters containing methacrylates.","no data","no data","no data","feeds","positive","3.5","0.198","feeds","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0723202011802766","no data","unavailable","no data","no data","no data","no data","not determined","no data","no data","55","no data","no data","no data","no data","no data","no data","unavailable","0.513347022587","0.0171115674196","8.2","7.9","55","55","ATCC 51444, OCM 571, VKM B-1963","ATCC 51444, OCM 571, VKM B-1963","DSM-7268","no data","no data","S. Kotelnikova et al.","no data","not determined","yes","not applicable","no data","IDZ","not applicable","not applicable"
-22.6562524127846,-0.104156589347514,"Methanothermobacter thermophilus",NA,NA,75,120,0.4,0.598904859685,8.8,40,50,3,0.4,0.00171115674196,6,0.0102669404517,0.0102669404517,7.6,7.2,70,65,NA,"no data","no data","no data","no data","no data","no data","K. Laurinavichus et al.; 1988; Mikrobiologiya; vol. 57; p. 1035","no data","no data","Rod","not determined","yes","no data","Sample from thermophilic methane tank (USSR). ","no data","no data","no data","no data","not determined","no data","no data","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/50/1/43.abstract","75","unavailable","120","0.4","0.598904859685","8.8","not determined","no data","40","50","3","0.4","0.00171115674196","6","no data","no data","unavailable","0.0102669404517","0.0102669404517","7.6","7.2","70","65","ATCC BAA-1076, OCM 231, VKM B-1786","ATCC BAA-1076, OCM 231, VKM B-1786","DSM-6529","no data","no data","A. Wasserfallen et al.","no data","not determined","yes","not applicable","no data","M","not applicable","not applicable"
5.53171193197996,5.03171994759502,"Methanothermobacter wolfeii",NA,NA,74,2.7,0.4,0.171115674196,8.2,37,61,2.4,0.4,0,6,0,0,7.5,7,65,55,NA,"no data","no data","no data","no data","do not feed on","no data","J. Winter et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43","no data","no data","Rod","positive","yes","no data","Sample of a a mixture of sewage sludge and river sediment.","do not feed on","no data","no data","feeds","positive","no data","no data","feeds","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S072320208480003X","74","not determined","2.7","0.4","0.171115674196","8.2","not determined","no data","37","61","2.4","0.4","0","6","no data","no data","no","0","0","7.5","7","65","55","ATCC 43096, JCM 14652, NBRC 100332, OCM 154, VKM B-1829","ATCC 43096, JCM 14652, NBRC 100332, OCM 154, VKM B-1829","DSM-2970","no data","no data","J. Winter et al.","no data","not determined","yes","not applicable","do not feed on","DSM2970","not applicable","yes"
10.7108490609107,-9.68346424446229,"Methanothermococcus okinawensis",0.5,1.386,75,1.5,1.5,1.64271047228,8.5,40,29.3,1,1,0.205338809035,4.5,0.855578370979,0.342231348392,7,6,65,60,NA,"no data","no data","no data","no data","do not feed on","selenium, Fe2O3","K. Takai et al.; 2002; Int. J. Syst. Evol. Microbiol.; vol. 52; p. 1089","no data","no data","Irregular cocci","not determined","yes","no data","Sample from a deep-sea hydrothermal vent chimney obtained from the hydrothermal field at Iheya Ridge in the Okinawa Trough, Japan (27° 47.220' N, 126° 53.900' E) at a depth of 972 m.","no data","do not feed on","do not feed on","feeds","not determined","0.5","1.386","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/52/4/1089.long","75","present","1.5","1.5","1.64271047228","8.5","do not feed on","no data","40","29.3","1","1","0.205338809035","4.5","None","no data","yes","0.855578370979","0.342231348392","7","6","65","60","JCM 11175","JCM 11175","DSM-14208","no data","no data","K. Takai et al.","no data","not determined","not applicable","not applicable","do not feed on","IH1","yes","not applicable"
12.9612101900713,-10.8346376825326,"Methanothermococcus thermolithotrophicus",0.917,0.756,70,1.5,1.5,1.42026009582,8,30,32.8,1.5,1.5,0.222450376454,6,0.684462696783,0.684462696783,7.5,6.5,65,65,NA,"no data","no data","no data","no data","no data","None","H. Huber et al.; 1982; Arch. Mikrobiol.; vol. 132; p. 47","no data","no data","Irregular cocci","negative","yes","no data","Sample from the sandy geothermally heated sea floor of the beach at Stufe di Nerone close to Naples (italy), about 3 m away from the shore in about 0.5 m depth.","no data","no data","no data","feeds","negative","0.917","0.756","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00690816","70","present","1.5","1.5","1.42026009582","8","not determined","no data","30","32.8","1.5","1.5","0.222450376454","6","None","no data","yes","0.684462696783","0.684462696783","7.5","6.5","65","65","ATCC 35097, JCM 10549, OCM 138, ","ATCC 35097, JCM 10549, OCM 138, ","DSM-2095","no data","no data","H. Huber et al.","no data","not determined","not applicable","not applicable","no data","SN-1","yes","not applicable"
9.34849516116027,-5.79896642924868,"Methanothermus fervidus",2.82,0.246,97,3,0.4,NA,NA,61,31.6,1,0.3,NA,NA,NA,NA,6.5,6.5,83,83,NA,"not determined","not determined","not determined","not determined","do not feed on","no data","K. Stetter et al.; 1981; Zentralbl. Mikrobiol.; vol. 178; p. 166","no data","not determined","Rod","positive","yes","not determined","Samples from Icelandic volcanic spring and mud holes with temperatures around 100 °C.","not determined","not determined","not determined","do not feed on","positive","2.82","0.246","feeds","not determined","not applicable","http://epub.uni-regensburg.de/10896/1/ubr04648_ocr.pdf","97","not determined","3","0.4","no data","no data","not determined","not determined","61","31.6","1","0.3","no data","no data","no data","no data","no","no data","no data","6.5","6.5","83","83","ATCC 43054, JCM 10308, ","ATCC 43054, JCM 10308, ","DSM-2088","no data","no data","K. Stetter et al.","not determined","not determined","not applicable","not applicable","not determined","V24 S","yes","not applicable"
-14.0133622171344,-2.46861669910405,"Methanothermus sociabilis",NA,NA,97,5,0.4,NA,NA,55,34,3,0.3,NA,NA,NA,NA,NA,NA,88,88,NA,"no data","no data","no data","no data","no data","no data","G. Lauerer et al.; 1986; Syst. Appl. Microbiol.; vol. 8; p. 100","no data","no data","Rod","not determined","yes","no data","Sample from solfatara fields in Iceland.","no data","no data","no data","no data","not determined","no data","no data","no data","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0723202086801564","97","unavailable","5","0.4","no data","no data","not determined","no data","55","34","3","0.3","no data","no data","no data","no data","unavailable","no data","no data","no data","no data","88","88","ATCC 49202, JCM 10723, OCM 173","ATCC 49202, JCM 10723, OCM 173","DSM-3496","no data","no data","G. Lauerer et al.","no data","not determined","not applicable","not applicable","no data","KF1-Fl","not applicable","not applicable"
8.93414083540702,-6.61484002976328,"Methanotorris formicicus",0.5,1.386,83,1.5,1.5,1.02669404517,8.5,55,32.5,0.8,0.8,0.0684462696783,6,0.41067761807,0.41067761807,6.7,6.7,75,75,NA,"no data","no data","no data","no data","do not feed on","no data","K. Takai et al.; 2004; Int. J. Syst. Evol. Microbiol.; vol. 54; p. 1095","no data","no data","Irregular cocci","negative","yes","no data","Sample from a black smoker chimney at the Kairei field in the Central Indian Ridge.","no data","do not feed on","do not feed on","feeds","negative","0.5","1.386","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/54/4/1095.abstract","83","present","1.5","1.5","1.02669404517","8.5","do not feed on","no data","55","32.5","0.8","0.8","0.0684462696783","6","no data","no data","no","0.41067761807","0.41067761807","6.7","6.7","75","75","ATCC BAA-687, JCM 11930","ATCC BAA-687, JCM 11930","DSM-16983","no data","no data","K. Takai et al.","no data","not determined","not applicable","not applicable","do not feed on","Mc-S-70","yes","not applicable"
6.03434237600571,-5.38398609697398,"Methanotorris igneus",0.417,1.662,91,2,2,0.924024640657,7.5,45,32.3,1,1,0.154004106776,5,0.308008213552,0.308008213552,5.7,5.7,88,88,NA,"no data","no data","no data","no data","no data","no data","S. Burggraf et al.; 1990; Syst. Appl. Microbiol.; vol. 13; p. 263","no data","no data","Cocci","not determined","yes","no data","Sample from a shallow (depth: 106 m) submarine vent system at the Kolbeinsey ridge, Iceland.","no data","no data","no data","no data","not determined","0.417","1.662","no data","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0723202011801979","91","unavailable","2","2","0.924024640657","7.5","not determined","no data","45","32.3","1","1","0.154004106776","5","no data","no data","unavailable","0.308008213552","0.308008213552","5.7","5.7","88","88","JCM 11834","JCM 11834","DSM-5666","no data","no data","S. Burggraf et al.","no data","not determined","not applicable","not applicable","no data","Kol 5","yes","not applicable"
8.19755929932228,8.63615393981823,"Methermicoccus shengliensis",5,0.139,70,1,1,1.1,8,50,56,0.7,0.7,0.2,5.5,0.5,0.3,6.5,6,65,65,NA,"do not feed on","do not feed on","do not feed on","do not feed on","do not feed on","HS-coM ","L. Cheng et al.; 2007; Int. J. Syst. Evol. Microbiol.; vol. 57; p. 2964","do not feed on","do not feed on","Cocci","positive","yes","do not feed on","Sample of oil-production water of Shengli oilfield, China.","no data","do not feed on","do not feed on","do not feed on","positive","5","0.139","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/57/12/2964.long","70","not determined","1","1","1.1","8","feeds","feeds","50","56","0.7","0.7","0.2","5.5","no data","no data","yes","0.5","0.3","6.5","6","65","65","CGMCC 1.5056","CGMCC 1.5056","DSM-18856","no data","no data","L. Cheng et al.","do not feed on","not determined","not applicable","not applicable","feeds","ZC-1","not applicable","not applicable"
